<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.06.18	07:00:00	268.85	269.79	267.01	268.58	1993	0	401
2019.06.18	08:00:00	268.57	268.61	264.58	266.52	4424	0	401
2019.06.18	09:00:00	266.51	267.90	265.36	266.63	3252	0	401
2019.06.18	10:00:00	266.62	266.92	263.34	265.88	5745	0	401
2019.06.18	11:00:00	265.89	268.02	265.12	267.98	3719	0	401
2019.06.18	12:00:00	267.97	268.63	266.79	267.57	3197	0	401
2019.06.18	13:00:00	267.56	267.98	266.06	266.69	2666	0	401
2019.06.18	14:00:00	266.63	267.13	264.31	264.93	3818	0	401
2019.06.18	15:00:00	264.92	266.21	262.03	265.61	4290	0	401
2019.06.18	16:00:00	265.62	267.15	265.00	266.45	2902	0	401
2019.06.18	17:00:00	266.40	266.53	263.99	264.47	3953	0	401
2019.06.18	18:00:00	264.36	265.70	261.20	265.00	6121	0	401
2019.06.18	19:00:00	264.96	265.18	261.40	262.28	4492	0	401
2019.06.18	20:00:00	262.28	263.25	259.23	262.67	5376	0	401
2019.06.18	21:00:00	262.67	263.34	261.52	262.99	3150	0	401
2019.06.18	22:00:00	262.96	264.17	261.46	262.25	2981	0	401
2019.06.18	23:00:00	262.23	263.15	261.25	261.62	3541	0	401
2019.06.19	00:00:00	259.76	261.86	256.83	259.93	7088	0	401
2019.06.19	01:00:00	259.90	261.22	257.05	260.71	7691	0	401
2019.06.19	02:00:00	260.75	262.85	259.92	262.39	6024	0	401
2019.06.19	03:00:00	262.32	264.14	261.42	263.95	2613	0	401
2019.06.19	04:00:00	263.96	265.57	263.22	263.45	4852	0	401
2019.06.19	05:00:00	263.43	264.28	263.25	263.99	1717	0	401
2019.06.19	06:00:00	263.98	264.81	263.40	263.59	1855	0	401
2019.06.19	07:00:00	263.58	265.50	263.58	265.36	1648	0	401
2019.06.19	08:00:00	265.35	266.35	264.74	265.99	2419	0	401
2019.06.19	09:00:00	265.97	266.60	265.55	265.67	2547	0	401
2019.06.19	10:00:00	265.65	267.15	265.45	267.00	2217	0	401
2019.06.19	11:00:00	267.00	268.13	266.38	266.49	1566	0	401
2019.06.19	12:00:00	266.48	266.71	264.93	265.38	2346	0	401
2019.06.19	13:00:00	265.37	266.02	264.96	265.77	3158	0	401
2019.06.19	14:00:00	265.78	265.83	264.75	265.43	1349	0	401
2019.06.19	15:00:00	265.40	265.86	263.11	263.80	2555	0	401
2019.06.19	16:00:00	263.81	265.55	261.77	264.56	2923	0	401
2019.06.19	17:00:00	264.58	264.58	262.85	263.54	2340	0	401
2019.06.19	18:00:00	263.53	265.28	263.34	264.64	3731	0	401
2019.06.19	19:00:00	264.61	265.88	264.24	265.26	2710	0	401
2019.06.19	20:00:00	265.26	265.88	264.66	265.64	2867	0	401
2019.06.19	21:00:00	265.60	265.80	264.36	264.63	2247	0	401
2019.06.19	22:00:00	264.62	265.05	264.34	264.77	2227	0	401
2019.06.19	23:00:00	264.73	266.07	264.13	266.01	3027	0	401
2019.06.20	00:00:00	265.93	266.82	262.65	266.79	4792	0	401
2019.06.20	01:00:00	266.70	268.03	264.46	266.56	7007	0	401
2019.06.20	02:00:00	266.47	267.77	266.34	266.92	2307	0	401
2019.06.20	03:00:00	266.92	267.35	266.30	266.59	1470	0	401
2019.06.20	04:00:00	266.57	267.05	265.89	266.76	1212	0	401
2019.06.20	05:00:00	266.76	269.34	266.72	268.81	1996	0	401
2019.06.20	06:00:00	268.80	269.58	268.03	268.19	2328	0	401
2019.06.20	07:00:00	268.18	268.53	267.28	268.02	2759	0	401
2019.06.20	08:00:00	267.98	267.98	266.99	267.28	3559	0	401
2019.06.20	09:00:00	267.29	267.79	266.92	267.15	2855	0	401
2019.06.20	10:00:00	267.14	268.07	265.97	266.19	4470	0	401
2019.06.20	11:00:00	266.19	266.50	263.80	265.13	4249	0	401
2019.06.20	12:00:00	265.00	266.41	264.76	266.38	2790	0	401
2019.06.20	13:00:00	266.39	266.60	264.80	265.29	3943	0	401
2019.06.20	14:00:00	265.25	266.86	264.99	265.90	2488	0	401
2019.06.20	15:00:00	265.81	266.28	265.18	266.18	4783	0	401
2019.06.20	16:00:00	266.22	267.37	265.85	267.04	14073	0	401
2019.06.20	17:00:00	267.13	267.59	264.39	267.24	13659	0	401
2019.06.20	18:00:00	267.35	268.55	266.07	267.53	3560	0	401
2019.06.20	19:00:00	267.59	268.06	266.30	267.00	5338	0	401
2019.06.20	20:00:00	267.01	267.01	265.05	266.51	5267	0	401
2019.06.20	21:00:00	266.50	267.62	265.47	266.46	6385	0	401
2019.06.20	22:00:00	266.48	267.73	265.89	266.63	10570	0	401
2019.06.20	23:00:00	266.61	272.62	266.10	270.28	7993	0	401
2019.06.21	00:00:00	268.89	272.21	268.89	270.02	9575	0	401
2019.06.21	01:00:00	270.03	271.58	268.78	269.90	6686	0	401
2019.06.21	02:00:00	269.91	271.14	268.87	269.79	2653	0	401
2019.06.21	03:00:00	269.79	272.37	269.79	272.20	2751	0	401
2019.06.21	04:00:00	272.03	283.26	272.03	280.02	6949	0	401
2019.06.21	05:00:00	280.04	281.46	277.22	278.87	5448	0	401
2019.06.21	06:00:00	278.86	279.45	276.31	278.57	4016	0	401
2019.06.21	07:00:00	278.51	279.06	277.38	278.22	3354	0	401
2019.06.21	08:00:00	278.22	285.52	277.94	285.47	4537	0	401
2019.06.21	09:00:00	285.49	286.43	281.83	282.70	4743	0	401
2019.06.21	10:00:00	282.69	285.68	282.03	284.91	2982	0	401
2019.06.21	11:00:00	284.92	285.19	283.17	285.03	3153	0	401
2019.06.21	12:00:00	285.04	290.07	283.97	287.76	4294	0	401
2019.06.21	13:00:00	287.77	288.97	286.26	286.97	4815	0	401
2019.06.21	14:00:00	287.03	289.28	284.88	287.04	4152	0	401
2019.06.21	15:00:00	287.03	287.44	284.36	286.61	3478	0	401
2019.06.21	16:00:00	286.62	288.36	280.44	283.58	6592	0	401
2019.06.21	17:00:00	283.55	284.87	281.67	283.26	3608	0	401
2019.06.21	18:00:00	283.26	284.44	281.96	283.03	4166	0	401
2019.06.21	19:00:00	283.40	287.87	283.40	287.78	5452	0	401
2019.06.21	20:00:00	287.77	288.60	285.50	285.50	4440	0	401
2019.06.21	21:00:00	285.48	293.90	285.32	289.91	4446	0	401
2019.06.21	22:00:00	289.93	293.73	289.23	292.61	3896	0	401
2019.06.21	23:00:00	292.63	292.97	287.90	290.71	4844	0	401
2019.06.24	00:00:00	309.34	316.02	303.34	307.01	9259	0	401
2019.06.24	01:00:00	307.02	309.40	303.05	306.63	8355	0	401
2019.06.24	02:00:00	306.53	306.68	302.57	304.77	6585	0	401
2019.06.24	03:00:00	304.64	304.64	293.48	300.77	5883	0	401
2019.06.24	04:00:00	300.77	303.27	299.38	301.87	4370	0	401
2019.06.24	05:00:00	301.92	302.88	299.16	300.75	4123	0	401
2019.06.24	06:00:00	300.76	301.03	298.78	300.17	2343	0	401
2019.06.24	07:00:00	300.18	304.70	299.09	304.49	1870	0	401
2019.06.24	08:00:00	304.46	305.37	302.81	304.37	2148	0	401
2019.06.24	09:00:00	304.37	304.68	301.41	302.56	2094	0	401
2019.06.24	10:00:00	302.56	304.73	301.69	304.54	1506	0	401
2019.06.24	11:00:00	304.53	305.82	303.97	305.48	1687	0	401
2019.06.24	12:00:00	305.47	307.71	303.84	305.92	2492	0	401
2019.06.24	13:00:00	305.92	308.04	305.77	305.91	1566	0	401
2019.06.24	14:00:00	305.91	306.64	303.90	305.91	3239	0	401
2019.06.24	15:00:00	305.92	307.76	305.91	306.82	3022	0	401
2019.06.24	16:00:00	306.77	308.22	304.28	306.15	3224	0	401
2019.06.24	17:00:00	306.16	307.99	305.81	307.31	2904	0	401
2019.06.24	18:00:00	307.30	307.75	303.33	305.38	4407	0	401
2019.06.24	19:00:00	305.38	311.13	305.38	309.04	4638	0	401
2019.06.24	20:00:00	309.05	309.21	306.63	308.16	4301	0	401
2019.06.24	21:00:00	308.15	308.90	305.33	306.22	4485	0	401
2019.06.24	22:00:00	306.22	307.43	303.44	305.64	3938	0	401
2019.06.24	23:00:00	305.88	307.00	302.79	304.21	2832	0	401
2019.06.25	00:00:00	302.79	307.26	302.79	306.84	744	0	401
2019.06.25	01:00:00	306.91	310.05	305.62	306.83	3444	0	401
2019.06.25	02:00:00	306.97	308.94	306.32	308.93	1462	0	401
2019.06.25	03:00:00	308.93	310.74	307.11	307.58	2453	0	401
2019.06.25	04:00:00	307.59	309.59	307.44	309.23	2658	0	401
2019.06.25	05:00:00	309.21	310.82	308.37	308.95	3032	0	401
2019.06.25	06:00:00	308.94	309.48	307.58	308.45	2841	0	401
2019.06.25	07:00:00	308.44	311.25	308.44	311.18	2847	0	401
2019.06.25	08:00:00	311.18	312.88	309.51	311.07	4451	0	401
2019.06.25	09:00:00	311.06	312.76	309.55	310.09	3912	0	401
2019.06.25	10:00:00	310.18	312.14	309.88	311.12	3042	0	401
2019.06.25	11:00:00	311.12	311.81	309.47	310.40	2737	0	401
2019.06.25	12:00:00	310.41	311.37	309.13	311.31	2298	0	401
2019.06.25	13:00:00	311.32	312.61	310.72	311.64	3031	0	401
2019.06.25	14:00:00	311.59	312.76	308.88	310.18	3329	0	401
2019.06.25	15:00:00	310.17	310.92	303.65	306.13	4146	0	401
2019.06.25	16:00:00	305.93	308.47	305.18	308.36	3678	0	401
2019.06.25	17:00:00	308.36	309.61	307.38	307.75	2096	0	401
2019.06.25	18:00:00	307.75	309.63	306.89	308.81	2664	0	401
2019.06.25	19:00:00	308.79	310.22	306.04	306.11	3457	0	401
2019.06.25	20:00:00	306.09	307.47	304.45	307.40	3661	0	401
2019.06.25	21:00:00	307.39	308.50	306.27	308.15	2876	0	401
2019.06.25	22:00:00	308.16	308.95	306.32	307.20	2715	0	401
2019.06.25	23:00:00	307.19	308.27	306.03	306.50	3747	0	401
2019.06.26	00:00:00	303.87	311.12	303.87	310.04	4840	0	401
2019.06.26	01:00:00	310.05	314.32	309.19	314.00	6439	0	401
2019.06.26	02:00:00	314.10	315.41	311.62	314.56	3487	0	401
2019.06.26	03:00:00	314.55	317.41	312.60	314.94	5000	0	401
2019.06.26	04:00:00	314.92	315.70	312.68	313.96	3647	0	401
2019.06.26	05:00:00	313.97	314.40	312.01	314.04	2890	0	401
2019.06.26	06:00:00	314.03	331.97	313.93	328.79	5677	0	401
2019.06.26	07:00:00	328.80	334.68	326.01	332.56	5879	0	401
2019.06.26	08:00:00	332.57	335.65	323.12	326.09	8171	0	401
2019.06.26	09:00:00	326.10	331.32	325.73	329.51	8020	0	401
2019.06.26	10:00:00	329.51	329.68	325.46	326.06	6491	0	401
2019.06.26	11:00:00	326.13	329.80	325.99	329.60	5183	0	401
2019.06.26	12:00:00	329.61	333.55	324.83	328.70	6426	0	401
2019.06.26	13:00:00	328.71	333.75	327.77	333.22	5862	0	401
2019.06.26	14:00:00	333.23	337.14	331.42	336.90	5418	0	401
2019.06.26	15:00:00	336.92	345.89	336.92	343.92	7348	0	401
2019.06.26	16:00:00	343.90	346.76	341.34	346.41	6880	0	401
2019.06.26	17:00:00	346.42	347.84	340.93	341.85	6669	0	401
2019.06.26	18:00:00	341.84	344.17	338.99	343.55	7418	0	401
2019.06.26	19:00:00	343.56	354.27	340.19	353.58	8453	0	401
2019.06.26	20:00:00	353.47	353.56	342.23	349.51	10443	0	401
2019.06.26	21:00:00	349.55	354.84	347.52	352.03	9621	0	401
2019.06.26	22:00:00	352.04	352.61	345.31	349.22	8649	0	401
2019.06.26	23:00:00	349.23	361.76	316.30	333.32	12288	0	400
2019.06.27	00:00:00	334.04	334.04	312.28	315.28	7582	0	401
2019.06.27	01:00:00	323.88	326.72	318.04	320.48	668	0	886
2019.06.27	02:00:00	320.50	333.95	320.39	332.82	5565	0	406
2019.06.27	03:00:00	332.83	341.56	328.18	336.53	6699	0	461
2019.06.27	04:00:00	336.52	338.38	323.91	330.17	6530	0	461
2019.06.27	05:00:00	330.13	332.17	324.46	331.81	5314	0	403
2019.06.27	06:00:00	331.82	332.68	328.82	332.06	3462	0	461
2019.06.27	07:00:00	332.15	334.57	330.95	331.13	5807	0	461
2019.06.27	08:00:00	330.95	330.96	326.07	330.06	4728	0	431
2019.06.27	09:00:00	330.04	330.04	312.94	322.11	4794	0	402
2019.06.27	10:00:00	322.10	322.47	315.48	320.17	6389	0	401
2019.06.27	11:00:00	320.18	320.24	308.21	310.13	6178	0	403
2019.06.27	12:00:00	310.02	311.62	293.36	305.87	8374	0	401
2019.06.27	13:00:00	305.86	311.10	303.78	305.13	7808	0	461
2019.06.27	14:00:00	305.11	312.62	304.93	310.37	6767	0	461
2019.06.27	15:00:00	310.28	311.85	302.22	304.31	7376	0	403
2019.06.27	16:00:00	304.32	306.02	299.42	301.14	7706	0	461
2019.06.27	17:00:00	301.07	309.65	294.12	309.64	8233	0	419
2019.06.27	18:00:00	309.65	310.02	302.33	304.91	8112	0	461
2019.06.27	19:00:00	304.84	308.04	287.51	290.19	10897	0	409
2019.06.27	20:00:00	290.11	290.33	275.65	283.39	9521	0	401
2019.06.27	21:00:00	283.39	291.62	281.05	289.16	9590	0	401
2019.06.27	22:00:00	289.15	289.28	278.91	285.35	9065	0	403
2019.06.27	23:00:00	285.34	286.59	270.67	285.15	11159	0	461
2019.06.28	00:00:00	281.27	291.85	278.70	289.66	7433	0	461
2019.06.28	01:00:00	289.62	295.56	285.49	294.31	8910	0	461
2019.06.28	02:00:00	294.12	296.94	286.62	291.33	8594	0	461
2019.06.28	03:00:00	291.34	297.74	288.35	297.48	7074	0	461
2019.06.28	04:00:00	297.52	299.80	292.57	294.44	7912	0	461
2019.06.28	05:00:00	294.38	296.78	289.12	289.78	5811	0	461
2019.06.28	06:00:00	289.77	292.57	285.53	292.55	4554	0	461
2019.06.28	07:00:00	292.56	294.11	289.92	293.54	6633	0	402
2019.06.28	08:00:00	293.53	293.65	288.24	292.98	5852	0	461
2019.06.28	09:00:00	292.81	300.52	292.80	299.20	4972	0	402
2019.06.28	10:00:00	299.14	300.49	292.87	294.52	3739	0	402
2019.06.28	11:00:00	294.43	303.30	294.42	301.83	4533	0	461
2019.06.28	12:00:00	301.84	305.66	300.34	304.45	4271	0	402
2019.06.28	13:00:00	304.44	306.88	301.54	304.88	6435	0	401
2019.06.28	14:00:00	304.94	305.36	301.33	305.26	4837	0	461
2019.06.28	15:00:00	305.27	305.50	294.36	298.89	5582	0	401
2019.06.28	16:00:00	298.88	302.00	296.69	301.27	6015	0	403
2019.06.28	17:00:00	301.31	304.00	300.29	301.84	5345	0	408
2019.06.28	18:00:00	301.83	305.79	301.40	302.95	6757	0	404
2019.06.28	19:00:00	302.94	305.12	301.03	304.13	6010	0	428
2019.06.28	20:00:00	304.12	304.75	300.16	302.95	5955	0	422
2019.06.28	21:00:00	302.94	305.52	302.03	305.23	5529	0	401
2019.06.28	22:00:00	305.22	310.22	304.63	308.07	7470	0	405
2019.06.28	23:00:00	308.08	309.26	302.11	304.92	6040	0	405
2019.07.01	00:00:00	297.44	300.45	296.46	297.17	5467	0	404
2019.07.01	01:00:00	297.06	297.56	287.07	291.04	6801	0	461
2019.07.01	02:00:00	291.02	292.69	283.64	287.81	6972	0	401
2019.07.01	03:00:00	287.80	292.88	284.41	292.72	6719	0	461
2019.07.01	04:00:00	292.73	296.32	291.22	292.08	4303	0	461
2019.07.01	05:00:00	292.11	296.34	289.49	294.57	4795	0	461
2019.07.01	06:00:00	294.67	299.08	293.39	295.86	4089	0	461
2019.07.01	07:00:00	295.92	297.26	293.79	295.65	3975	0	452
2019.07.01	08:00:00	295.66	295.91	291.70	292.45	4528	0	406
2019.07.01	09:00:00	292.44	293.67	287.77	290.33	4652	0	461
2019.07.01	10:00:00	290.34	293.56	288.08	290.51	4387	0	401
2019.07.01	11:00:00	290.52	295.60	290.43	295.54	3225	0	461
2019.07.01	12:00:00	295.55	295.72	294.19	294.28	2824	0	419
2019.07.01	13:00:00	294.29	295.53	290.01	291.75	4473	0	402
2019.07.01	14:00:00	291.71	292.14	289.63	291.79	3198	0	461
2019.07.01	15:00:00	291.80	293.10	282.09	286.61	5570	0	461
2019.07.01	16:00:00	286.60	287.31	283.21	283.25	3887	0	461
2019.07.01	17:00:00	283.24	286.65	276.91	277.49	4686	0	428
2019.07.01	18:00:00	277.54	284.22	276.12	281.95	6746	0	401
2019.07.01	19:00:00	281.94	284.71	280.11	281.43	4889	0	402
2019.07.01	20:00:00	281.42	283.04	278.29	280.50	5014	0	401
2019.07.01	21:00:00	280.55	283.26	279.18	282.59	3863	0	461
2019.07.01	22:00:00	282.58	282.65	276.27	279.14	4925	0	401
2019.07.01	23:00:00	279.15	288.58	279.15	285.56	6038	0	458
2019.07.02	00:00:00	285.62	290.25	285.21	288.96	6075	0	461
2019.07.02	01:00:00	288.97	289.20	284.52	287.05	5534	0	461
2019.07.02	02:00:00	287.06	293.53	286.95	291.52	3573	0	461
2019.07.02	03:00:00	291.39	293.83	287.25	287.39	4103	0	461
2019.07.02	04:00:00	287.10	289.31	283.11	284.24	4585	0	461
2019.07.02	05:00:00	284.19	286.04	283.28	283.96	2627	0	461
2019.07.02	06:00:00	283.92	286.02	282.74	285.70	2797	0	440
2019.07.02	07:00:00	285.68	287.07	270.87	276.38	6877	0	461
2019.07.02	08:00:00	276.39	277.30	270.91	272.48	5504	0	402
2019.07.02	09:00:00	272.45	277.00	268.92	272.85	3980	0	401
2019.07.02	10:00:00	272.84	275.53	272.81	274.37	3016	0	461
2019.07.02	11:00:00	274.33	280.92	272.66	280.09	5797	0	402
2019.07.02	12:00:00	280.10	282.80	278.24	278.66	3839	0	406
2019.07.02	13:00:00	278.60	280.27	274.22	276.66	5106	0	401
2019.07.02	14:00:00	276.69	278.65	269.10	272.68	6983	0	461
2019.07.02	15:00:00	272.69	281.08	271.85	277.91	8749	0	461
2019.07.02	16:00:00	277.90	280.18	273.95	275.96	7042	0	409
2019.07.02	17:00:00	275.95	283.94	275.63	283.83	5634	0	406
2019.07.02	18:00:00	283.88	287.50	282.20	287.00	6312	0	401
2019.07.02	19:00:00	287.01	287.08	281.25	284.37	7388	0	456
2019.07.02	20:00:00	284.43	288.17	284.27	287.82	7282	0	461
2019.07.02	21:00:00	287.89	288.09	282.42	285.50	5273	0	417
2019.07.02	22:00:00	285.49	288.38	284.09	285.93	4909	0	461
2019.07.02	23:00:00	285.96	288.03	285.66	286.03	5145	0	401
2019.07.03	00:00:00	281.05	287.45	281.04	285.48	5619	0	461
2019.07.03	01:00:00	285.47	289.80	284.94	289.37	3998	0	461
2019.07.03	02:00:00	289.40	291.14	285.08	288.81	3473	0	461
2019.07.03	03:00:00	288.69	293.66	287.38	292.95	5483	0	461
2019.07.03	04:00:00	293.10	296.04	292.57	294.25	5454	0	461
2019.07.03	05:00:00	294.24	294.26	290.45	290.66	5264	0	461
2019.07.03	06:00:00	290.65	293.93	289.82	293.07	3637	0	461
2019.07.03	07:00:00	293.08	295.70	293.07	294.71	3180	0	461
2019.07.03	08:00:00	294.65	298.74	293.92	296.57	4069	0	407
2019.07.03	09:00:00	296.56	296.60	294.01	295.59	2647	0	461
2019.07.03	10:00:00	295.63	295.90	292.21	292.59	2610	0	461
2019.07.03	11:00:00	292.54	293.20	289.40	289.88	3537	0	461
2019.07.03	12:00:00	289.80	292.41	288.66	292.35	3156	0	461
2019.07.03	13:00:00	292.36	294.14	289.76	292.68	3442	0	461
2019.07.03	14:00:00	292.69	292.94	289.88	290.26	3509	0	409
2019.07.03	15:00:00	290.25	292.81	289.98	292.56	2937	0	461
2019.07.03	16:00:00	292.55	294.00	290.48	291.33	3317	0	461
2019.07.03	17:00:00	291.32	293.51	289.85	292.40	3252	0	401
2019.07.03	18:00:00	292.49	293.61	291.66	293.10	2436	0	420
2019.07.03	19:00:00	293.15	293.46	287.75	287.75	3984	0	405
2019.07.03	20:00:00	287.75	290.70	287.75	290.23	4471	0	451
2019.07.03	21:00:00	290.27	290.30	287.75	289.52	4295	0	459
2019.07.03	22:00:00	289.51	291.74	288.91	290.78	2952	0	461
2019.07.03	23:00:00	290.79	292.52	289.83	291.41	3676	0	461
2019.07.04	00:00:00	289.29	292.67	289.28	292.29	4005	0	461
2019.07.04	01:00:00	292.28	300.16	291.63	298.51	6534	0	461
2019.07.04	02:00:00	298.49	301.06	296.59	299.56	3821	0	461
2019.07.04	03:00:00	299.57	301.65	296.82	297.44	2544	0	411
2019.07.04	04:00:00	297.43	299.71	296.40	297.64	2577	0	461
2019.07.04	05:00:00	297.66	298.20	296.42	296.55	1748	0	461
2019.07.04	06:00:00	296.54	297.07	294.36	295.70	1704	0	461
2019.07.04	07:00:00	295.76	296.48	291.00	291.83	3402	0	461
2019.07.04	08:00:00	291.84	292.99	291.47	292.93	2876	0	461
2019.07.04	09:00:00	292.92	294.58	292.82	294.44	1865	0	401
2019.07.04	10:00:00	294.43	296.49	292.58	292.68	3582	0	401
2019.07.04	11:00:00	292.69	294.48	292.20	294.10	2122	0	405
2019.07.04	12:00:00	294.08	294.32	291.89	292.54	2271	0	412
2019.07.04	13:00:00	292.55	292.96	287.74	291.55	2935	0	461
2019.07.04	14:00:00	291.56	292.99	290.31	292.16	2667	0	415
2019.07.04	15:00:00	292.17	293.68	291.86	292.92	2633	0	461
2019.07.04	16:00:00	292.93	295.29	292.82	294.25	3170	0	410
2019.07.04	17:00:00	294.22	295.24	292.85	294.01	3204	0	461
2019.07.04	18:00:00	294.04	294.43	291.89	292.14	2700	0	461
