<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.10.20	18:00:00	368.22	372.48	367.58	370.08	2661	0	201
2020.10.20	19:00:00	370.21	372.05	369.33	370.19	1963	0	201
2020.10.20	20:00:00	370.20	372.00	369.01	369.22	2191	0	201
2020.10.20	21:00:00	369.22	369.69	367.17	369.15	1936	0	201
2020.10.20	22:00:00	369.15	369.41	366.88	367.79	2376	0	201
2020.10.20	23:00:00	367.75	368.04	365.79	367.59	2021	0	201
2020.10.21	00:00:00	367.25	369.07	366.40	368.44	1415	0	201
2020.10.21	01:00:00	368.43	369.68	367.70	368.70	1464	0	201
2020.10.21	02:00:00	368.66	369.15	366.64	367.95	1323	0	201
2020.10.21	03:00:00	367.95	371.95	366.61	371.30	3945	0	201
2020.10.21	04:00:00	371.30	371.76	369.60	370.58	1389	0	201
2020.10.21	05:00:00	370.60	371.73	369.90	370.93	2119	0	201
2020.10.21	06:00:00	370.93	379.08	370.93	377.60	4124	0	201
2020.10.21	07:00:00	377.60	380.96	377.32	380.51	1972	0	201
2020.10.21	08:00:00	380.51	381.45	377.57	379.57	1884	0	201
2020.10.21	09:00:00	379.57	382.05	379.26	379.26	1753	0	201
2020.10.21	10:00:00	379.28	379.82	377.25	378.45	1504	0	201
2020.10.21	11:00:00	378.45	378.79	376.27	376.42	1786	0	201
2020.10.21	12:00:00	376.42	378.38	375.38	377.93	1784	0	201
2020.10.21	13:00:00	377.93	380.27	376.85	378.16	1893	0	201
2020.10.21	14:00:00	378.16	379.74	376.04	378.61	2048	0	201
2020.10.21	15:00:00	378.62	381.77	376.89	380.05	2527	0	201
2020.10.21	16:00:00	379.93	384.93	379.41	384.44	3308	0	201
2020.10.21	17:00:00	384.46	389.37	382.29	388.40	4833	0	201
2020.10.21	18:00:00	388.41	391.82	385.53	391.59	2650	0	201
2020.10.21	19:00:00	391.61	399.49	391.61	396.10	7627	0	202
2020.10.21	20:00:00	396.13	397.68	393.66	394.71	3681	0	201
2020.10.21	21:00:00	394.71	395.67	392.39	394.07	2963	0	201
2020.10.21	22:00:00	394.08	394.58	390.26	390.68	2794	0	201
2020.10.21	23:00:00	390.69	394.01	390.56	394.01	2762	0	201
2020.10.22	00:00:00	393.70	396.27	391.10	395.00	1980	0	201
2020.10.22	01:00:00	395.00	401.18	394.74	399.82	4172	0	201
2020.10.22	02:00:00	399.82	400.13	387.82	390.28	4709	0	201
2020.10.22	03:00:00	390.28	396.14	390.28	395.62	3121	0	201
2020.10.22	04:00:00	395.51	397.60	394.13	394.87	2276	0	201
2020.10.22	05:00:00	394.82	395.25	391.04	392.72	2670	0	201
2020.10.22	06:00:00	392.54	393.97	391.69	391.84	1509	0	201
2020.10.22	07:00:00	391.84	393.86	391.18	393.42	2213	0	201
2020.10.22	08:00:00	393.40	395.48	391.91	394.10	1844	0	201
2020.10.22	09:00:00	394.10	395.85	393.71	395.35	1721	0	201
2020.10.22	10:00:00	395.35	395.35	393.40	394.42	1607	0	201
2020.10.22	11:00:00	394.34	398.45	394.22	396.99	2535	0	201
2020.10.22	12:00:00	396.99	397.83	390.88	396.62	2635	0	201
2020.10.22	13:00:00	396.57	408.13	395.42	407.88	2745	0	201
2020.10.22	14:00:00	407.88	414.83	407.88	414.21	3351	0	202
2020.10.22	15:00:00	414.25	414.80	406.91	411.03	2099	0	201
2020.10.22	16:00:00	411.05	415.36	410.51	412.25	2505	0	201
2020.10.22	17:00:00	412.26	413.59	409.72	413.41	2538	0	201
2020.10.22	18:00:00	413.41	416.31	411.96	413.83	2775	0	201
2020.10.22	19:00:00	413.83	416.50	412.70	415.82	2719	0	201
2020.10.22	20:00:00	415.84	418.58	412.88	416.79	3331	0	201
2020.10.22	21:00:00	416.79	417.86	414.44	417.51	2288	0	201
2020.10.22	22:00:00	417.51	418.88	414.91	415.26	2469	0	201
2020.10.22	23:00:00	415.26	418.94	415.26	416.94	1783	0	201
2020.10.23	00:00:00	416.83	418.22	411.14	417.29	1758	0	201
2020.10.23	01:00:00	417.08	420.45	414.18	414.23	3038	0	201
2020.10.23	02:00:00	414.29	415.72	411.22	413.52	2414	0	201
2020.10.23	03:00:00	413.42	413.42	408.46	411.28	2399	0	201
2020.10.23	04:00:00	411.31	413.55	410.55	411.97	2664	0	201
2020.10.23	05:00:00	411.97	415.04	411.35	413.87	1640	0	201
2020.10.23	06:00:00	413.87	415.08	412.26	413.11	1875	0	201
2020.10.23	07:00:00	413.09	414.20	411.79	411.88	1336	0	201
2020.10.23	08:00:00	411.61	416.14	411.34	416.10	1231	0	201
2020.10.23	09:00:00	416.08	416.13	411.94	412.48	1359	0	201
2020.10.23	10:00:00	412.38	413.83	411.40	412.27	1686	0	201
2020.10.23	11:00:00	412.27	414.79	410.79	412.75	1643	0	201
2020.10.23	12:00:00	412.75	414.75	412.55	414.09	1202	0	201
2020.10.23	13:00:00	414.09	418.19	414.09	416.95	1872	0	201
2020.10.23	14:00:00	416.95	418.65	415.33	416.08	2398	0	201
2020.10.23	15:00:00	416.11	416.93	414.52	416.83	1632	0	201
2020.10.23	16:00:00	416.84	418.06	414.66	415.25	1536	0	201
2020.10.23	17:00:00	415.27	416.16	412.35	412.64	2814	0	201
2020.10.23	18:00:00	412.64	414.42	410.16	410.95	1942	0	201
2020.10.23	19:00:00	410.87	412.25	400.45	404.37	3171	0	201
2020.10.23	20:00:00	404.37	406.38	403.31	404.12	1880	0	201
2020.10.23	21:00:00	404.12	407.04	404.03	406.26	2149	0	201
2020.10.23	22:00:00	406.26	408.50	405.68	408.46	1511	0	201
2020.10.23	23:00:00	408.46	409.15	407.18	408.20	857	0	201
2020.10.26	00:00:00	407.25	407.62	406.21	407.30	1545	0	201
2020.10.26	01:00:00	407.30	407.41	403.88	405.49	1453	0	201
2020.10.26	02:00:00	405.49	406.73	404.99	405.28	2096	0	201
2020.10.26	03:00:00	405.29	407.74	402.15	407.28	4266	0	201
2020.10.26	04:00:00	407.28	408.34	406.14	407.55	2844	0	201
2020.10.26	05:00:00	407.55	409.32	406.84	408.08	1487	0	201
2020.10.26	06:00:00	408.08	410.56	407.64	408.19	896	0	201
2020.10.26	07:00:00	408.20	408.20	405.97	407.34	1353	0	201
2020.10.26	08:00:00	407.33	408.19	405.30	406.03	1276	0	201
2020.10.26	09:00:00	406.06	406.62	404.54	405.37	1224	0	201
2020.10.26	10:00:00	405.45	405.80	403.53	404.06	1455	0	201
2020.10.26	11:00:00	404.07	405.91	399.42	405.23	2249	0	201
2020.10.26	12:00:00	405.21	406.03	404.78	405.72	2015	0	201
2020.10.26	13:00:00	405.74	406.74	403.86	406.00	1287	0	201
2020.10.26	14:00:00	406.03	407.05	403.49	404.30	1387	0	201
2020.10.26	15:00:00	404.18	404.89	402.27	403.16	1337	0	201
2020.10.26	16:00:00	403.18	406.20	402.17	404.69	1686	0	201
2020.10.26	17:00:00	404.62	405.42	401.97	402.59	2023	0	201
2020.10.26	18:00:00	402.40	402.50	390.04	392.47	4585	0	201
2020.10.26	19:00:00	392.47	394.59	383.27	385.98	4867	0	201
2020.10.26	20:00:00	385.98	388.79	381.55	384.91	4409	0	206
2020.10.26	21:00:00	384.91	388.63	383.72	387.99	3705	0	201
2020.10.26	22:00:00	387.86	390.90	387.41	390.82	3217	0	201
2020.10.26	23:00:00	390.84	393.10	389.81	391.70	2866	0	201
2020.10.27	00:00:00	391.51	393.16	390.28	391.34	1209	0	201
2020.10.27	01:00:00	391.34	391.77	389.38	391.47	1836	0	201
2020.10.27	02:00:00	391.48	393.88	391.12	391.97	1946	0	201
2020.10.27	03:00:00	392.00	395.08	391.67	394.07	1964	0	201
2020.10.27	04:00:00	394.08	394.38	392.23	393.21	2181	0	201
2020.10.27	05:00:00	393.14	393.98	391.08	391.40	2558	0	201
2020.10.27	06:00:00	391.52	392.63	390.79	392.06	2232	0	201
2020.10.27	07:00:00	392.06	393.93	392.06	393.57	1314	0	201
2020.10.27	08:00:00	393.57	393.94	391.31	392.17	1409	0	201
2020.10.27	09:00:00	392.17	393.65	391.24	393.57	2163	0	201
2020.10.27	10:00:00	393.61	394.30	392.32	393.54	2269	0	201
2020.10.27	11:00:00	393.54	394.05	392.25	392.95	1692	0	201
2020.10.27	12:00:00	392.95	393.24	389.10	391.38	2682	0	201
2020.10.27	13:00:00	391.38	395.97	390.49	395.38	2616	0	201
2020.10.27	14:00:00	395.38	401.75	394.65	401.44	3726	0	201
2020.10.27	15:00:00	401.44	404.01	399.72	402.86	1839	0	201
2020.10.27	16:00:00	402.86	405.96	400.71	402.35	3415	0	201
2020.10.27	17:00:00	402.35	403.46	400.21	402.42	2819	0	201
2020.10.27	18:00:00	402.43	405.43	402.23	405.19	2237	0	201
2020.10.27	19:00:00	405.19	409.00	404.75	408.91	2375	0	201
2020.10.27	20:00:00	408.91	409.43	406.70	407.39	2335	0	201
2020.10.27	21:00:00	407.39	408.98	401.11	405.26	3436	0	201
2020.10.27	22:00:00	405.26	406.67	404.31	405.57	1624	0	201
2020.10.27	23:00:00	405.59	406.11	400.28	403.03	2582	0	201
2020.10.28	00:00:00	403.06	404.44	401.89	402.15	3368	0	203
2020.10.28	01:00:00	402.15	404.68	400.55	404.31	2362	0	201
2020.10.28	02:00:00	404.31	405.04	401.23	402.69	1758	0	201
2020.10.28	03:00:00	402.69	405.44	401.79	404.68	1731	0	201
2020.10.28	04:00:00	404.68	408.18	403.67	407.01	2100	0	201
2020.10.28	05:00:00	407.02	407.25	405.62	407.09	3104	0	201
2020.10.28	06:00:00	407.10	407.21	403.61	405.02	1966	0	201
2020.10.28	07:00:00	405.02	406.31	403.51	405.05	1428	0	201
2020.10.28	08:00:00	404.94	405.73	402.64	403.96	1350	0	201
2020.10.28	09:00:00	403.99	404.86	401.48	401.85	1275	0	201
2020.10.28	10:00:00	401.73	402.38	393.01	395.96	2555	0	201
2020.10.28	11:00:00	395.94	396.52	390.06	396.00	3243	0	201
2020.10.28	12:00:00	396.00	397.47	392.12	392.92	2152	0	201
2020.10.28	13:00:00	392.65	396.06	390.36	393.73	2809	0	201
2020.10.28	14:00:00	393.73	393.73	385.26	385.76	3805	0	202
2020.10.28	15:00:00	385.65	389.60	384.36	389.03	2833	0	201
2020.10.28	16:00:00	389.03	390.93	385.36	385.62	2516	0	201
2020.10.28	17:00:00	385.60	387.13	379.23	384.89	4036	0	203
2020.10.28	18:00:00	384.89	387.15	383.76	386.67	1840	0	201
2020.10.28	19:00:00	386.55	386.66	381.44	383.68	2618	0	201
2020.10.28	20:00:00	383.66	384.46	379.64	383.66	3147	0	201
2020.10.28	21:00:00	383.55	385.74	383.52	385.34	1825	0	201
2020.10.28	22:00:00	385.34	386.07	382.97	383.81	2107	0	201
2020.10.28	23:00:00	383.81	385.53	383.03	384.66	1248	0	201
2020.10.29	00:00:00	384.25	385.64	381.63	385.19	1805	0	201
2020.10.29	01:00:00	385.34	387.53	384.94	386.79	2515	0	201
2020.10.29	02:00:00	386.80	389.43	386.19	387.51	1859	0	201
2020.10.29	03:00:00	387.51	389.36	386.92	387.61	2741	0	201
2020.10.29	04:00:00	387.61	390.92	385.46	390.51	2754	0	201
2020.10.29	05:00:00	390.54	390.96	388.79	390.02	2801	0	201
2020.10.29	06:00:00	390.03	391.08	388.21	391.08	2613	0	201
2020.10.29	07:00:00	391.08	391.31	389.70	389.80	2104	0	201
2020.10.29	08:00:00	389.84	391.33	389.40	391.22	2277	0	201
2020.10.29	09:00:00	391.26	391.54	389.71	390.25	2526	0	201
2020.10.29	10:00:00	390.24	391.46	385.87	386.10	1870	0	201
2020.10.29	11:00:00	386.11	387.97	384.05	385.80	2880	0	201
2020.10.29	12:00:00	385.95	387.59	382.11	387.27	2586	0	201
2020.10.29	13:00:00	387.30	387.46	383.70	385.23	2326	0	201
2020.10.29	14:00:00	385.23	386.28	382.17	382.25	1868	0	201
2020.10.29	15:00:00	382.26	383.83	379.66	383.41	3225	0	201
2020.10.29	16:00:00	383.40	386.71	382.94	386.37	2488	0	201
2020.10.29	17:00:00	386.38	391.58	385.51	389.64	3064	0	201
2020.10.29	18:00:00	389.71	391.44	388.57	389.87	2866	0	201
2020.10.29	19:00:00	390.09	393.13	388.79	390.83	2672	0	201
2020.10.29	20:00:00	390.84	392.19	389.30	390.83	2680	0	201
2020.10.29	21:00:00	390.84	391.65	388.96	390.52	3182	0	201
2020.10.29	22:00:00	390.52	391.02	387.73	387.81	2861	0	201
2020.10.29	23:00:00	387.84	389.07	386.96	387.96	1943	0	201
2020.10.30	00:00:00	387.52	388.29	386.10	387.06	937	0	201
2020.10.30	01:00:00	386.98	387.02	382.63	382.81	3359	0	201
2020.10.30	02:00:00	382.81	386.81	382.79	386.45	2788	0	201
2020.10.30	03:00:00	386.46	390.77	382.00	389.87	4058	0	201
2020.10.30	04:00:00	389.87	391.07	385.41	386.81	2086	0	201
2020.10.30	05:00:00	386.81	387.59	383.83	384.07	2064	0	201
2020.10.30	06:00:00	384.08	386.36	383.78	384.28	2310	0	201
2020.10.30	07:00:00	384.29	385.79	382.97	383.49	1543	0	201
2020.10.30	08:00:00	383.42	385.85	379.96	380.23	2744	0	201
2020.10.30	09:00:00	380.15	381.96	379.95	380.99	3308	0	201
2020.10.30	10:00:00	380.99	381.61	374.17	377.68	3383	0	201
2020.10.30	11:00:00	377.70	383.06	376.66	377.25	2812	0	201
2020.10.30	12:00:00	377.25	377.66	372.44	376.61	4404	0	201
2020.10.30	13:00:00	376.61	379.41	374.74	377.76	1753	0	201
2020.10.30	14:00:00	377.78	379.69	375.88	378.78	2492	0	201
2020.10.30	15:00:00	378.78	380.56	377.09	379.82	3031	0	201
2020.10.30	16:00:00	379.80	380.21	376.06	376.98	2545	0	201
2020.10.30	17:00:00	376.98	379.21	376.12	376.78	3031	0	201
2020.10.30	18:00:00	376.78	381.68	376.78	381.24	3885	0	201
2020.10.30	19:00:00	381.29	381.72	379.04	379.47	2578	0	201
2020.10.30	20:00:00	379.57	382.89	379.57	381.21	2939	0	201
2020.10.30	21:00:00	381.15	383.34	380.91	382.09	1897	0	201
2020.10.30	22:00:00	382.09	383.44	381.40	382.59	1842	0	201
2020.10.30	23:00:00	382.57	383.88	381.55	383.60	1695	0	201
2020.11.02	00:00:00	394.66	396.59	392.48	394.51	1813	0	201
2020.11.02	01:00:00	394.51	396.00	392.35	395.85	3353	0	201
2020.11.02	02:00:00	395.85	403.51	395.72	402.02	3697	0	201
2020.11.02	03:00:00	402.02	402.49	399.87	401.88	2443	0	201
2020.11.02	04:00:00	401.79	403.35	398.13	400.30	2109	0	201
2020.11.02	05:00:00	400.30	400.96	397.48	398.54	1632	0	201
2020.11.02	06:00:00	398.53	400.01	396.42	397.84	2246	0	201
2020.11.02	07:00:00	397.85	398.44	396.60	397.52	1642	0	201
2020.11.02	08:00:00	397.52	398.75	397.03	397.91	1038	0	201
2020.11.02	09:00:00	397.91	399.98	397.66	398.61	1533	0	201
2020.11.02	10:00:00	398.61	398.63	382.82	383.71	3357	0	201
2020.11.02	11:00:00	383.50	387.02	380.94	386.66	3938	0	201
2020.11.02	12:00:00	386.66	386.72	382.66	382.92	2639	0	201
2020.11.02	13:00:00	382.92	384.73	380.78	383.57	3035	0	201
2020.11.02	14:00:00	383.57	383.83	377.06	379.74	4225	0	201
2020.11.02	15:00:00	379.74	383.87	379.17	383.14	2629	0	201
2020.11.02	16:00:00	383.05	385.44	380.82	384.47	2171	0	201
2020.11.02	17:00:00	384.47	386.52	383.43	384.27	3565	0	201
2020.11.02	18:00:00	384.28	385.75	383.53	385.32	4695	0	201
2020.11.02	19:00:00	385.32	386.18	383.91	384.65	3537	0	201
2020.11.02	20:00:00	384.52	385.82	383.53	383.81	2451	0	201
2020.11.02	21:00:00	383.81	385.73	383.75	385.72	2212	0	201
2020.11.02	22:00:00	385.73	387.73	385.44	386.86	3373	0	201
2020.11.02	23:00:00	386.86	386.94	384.24	384.57	1576	0	201
2020.11.03	00:00:00	384.09	385.06	379.94	382.27	1173	0	201
2020.11.03	01:00:00	382.27	384.09	381.11	382.50	2354	0	201
2020.11.03	02:00:00	382.52	383.62	380.49	383.25	2719	0	201
2020.11.03	03:00:00	383.25	384.16	382.30	384.06	1745	0	201
2020.11.03	04:00:00	384.09	384.84	377.32	378.29	1967	0	201
2020.11.03	05:00:00	378.14	379.72	370.47	373.43	2525	0	202
2020.11.03	06:00:00	373.38	374.25	369.06	373.31	2036	0	201
2020.11.03	07:00:00	373.29	375.16	373.02	373.53	2795	0	201
2020.11.03	08:00:00	373.53	375.33	371.05	374.71	2968	0	201
2020.11.03	09:00:00	374.71	375.24	373.41	374.62	2766	0	201
2020.11.03	10:00:00	374.64	377.88	373.34	376.98	2991	0	201
2020.11.03	11:00:00	376.98	378.66	375.88	378.09	2037	0	201
2020.11.03	12:00:00	378.13	380.97	377.04	380.45	3758	0	201
2020.11.03	13:00:00	380.45	381.00	378.32	378.72	3487	0	201
2020.11.03	14:00:00	378.61	379.84	377.80	378.98	3056	0	201
2020.11.03	15:00:00	378.98	383.31	376.89	382.75	2499	0	201
2020.11.03	16:00:00	382.76	383.74	380.35	383.74	2212	0	201
2020.11.03	17:00:00	383.74	383.91	379.16	380.52	3248	0	201
2020.11.03	18:00:00	380.55	381.41	379.17	380.62	2795	0	201
2020.11.03	19:00:00	380.63	381.88	379.71	381.00	2782	0	201
2020.11.03	20:00:00	381.04	382.25	380.99	381.39	1918	0	201
2020.11.03	21:00:00	381.37	383.20	381.30	382.52	1700	0	201
2020.11.03	22:00:00	382.52	383.22	381.40	381.67	2519	0	201
2020.11.03	23:00:00	381.70	382.98	381.58	382.31	2774	0	201
2020.11.04	00:00:00	381.81	387.73	380.04	387.15	2237	0	201
2020.11.04	01:00:00	387.15	389.50	386.41	387.37	2905	0	201
2020.11.04	02:00:00	387.37	387.88	383.04	383.22	2506	0	201
2020.11.04	03:00:00	383.22	384.67	379.67	382.55	2039	0	201
2020.11.04	04:00:00	382.55	383.64	380.83	382.13	2181	0	201
2020.11.04	05:00:00	382.14	386.91	381.71	385.53	2111	0	201
2020.11.04	06:00:00	385.53	385.86	383.69	384.86	1902	0	201
2020.11.04	07:00:00	384.82	385.34	382.54	382.71	1425	0	201
2020.11.04	08:00:00	382.60	384.46	381.72	383.47	2040	0	201
2020.11.04	09:00:00	383.47	383.71	375.70	376.92	2242	0	201
2020.11.04	10:00:00	376.92	380.44	375.75	379.51	1546	0	201
2020.11.04	11:00:00	379.51	381.64	379.26	379.99	1891	0	201
2020.11.04	12:00:00	379.94	382.63	378.95	380.64	1699	0	201
2020.11.04	13:00:00	380.40	381.75	379.22	380.37	2290	0	201
2020.11.04	14:00:00	380.37	382.86	379.86	382.21	1469	0	201
2020.11.04	15:00:00	382.21	383.85	380.91	382.11	2011	0	201
2020.11.04	16:00:00	382.11	382.49	378.32	381.12	3105	0	201
2020.11.04	17:00:00	381.12	383.50	380.62	383.11	1741	0	201
2020.11.04	18:00:00	383.13	401.22	382.47	400.29	3272	0	201
2020.11.04	19:00:00	400.29	407.48	399.06	399.09	4179	0	204
2020.11.04	20:00:00	399.12	402.26	398.92	400.27	2228	0	201
2020.11.04	21:00:00	400.29	403.30	400.29	401.91	2096	0	201
2020.11.04	22:00:00	401.95	403.82	397.17	400.38	2633	0	201
2020.11.04	23:00:00	400.37	402.63	399.89	399.98	1421	0	201
2020.11.05	00:00:00	399.66	403.73	399.66	401.26	1498	0	202
2020.11.05	01:00:00	401.26	402.11	398.74	402.07	2052	0	201
2020.11.05	02:00:00	402.07	404.97	399.85	401.05	1895	0	201
2020.11.05	03:00:00	401.05	405.45	400.57	403.16	1768	0	201
2020.11.05	04:00:00	403.16	406.07	400.83	404.23	2022	0	201
2020.11.05	05:00:00	404.21	405.75	403.35	404.01	3405	0	201
2020.11.05	06:00:00	403.97	405.05	401.90	402.42	2669	0	201
2020.11.05	07:00:00	402.41	404.19	400.98	402.40	2460	0	201
2020.11.05	08:00:00	402.32	402.93	399.40	400.60	1972	0	201
2020.11.05	09:00:00	400.55	403.62	399.79	402.43	2151	0	201
2020.11.05	10:00:00	402.34	404.15	395.42	398.87	4417	0	201
2020.11.05	11:00:00	398.78	399.32	395.68	397.38	2806	0	201
2020.11.05	12:00:00	397.38	405.25	396.83	405.25	4179	0	201
2020.11.05	13:00:00	405.25	405.55	398.04	402.84	4399	0	201
2020.11.05	14:00:00	402.81	403.55	399.14	401.60	3486	0	201
2020.11.05	15:00:00	401.46	409.73	399.32	404.64	4118	0	201
2020.11.05	16:00:00	404.65	414.27	403.81	414.15	3474	0	215
2020.11.05	17:00:00	414.15	414.45	408.71	413.70	4461	0	203
2020.11.05	18:00:00	413.52	417.14	411.70	412.45	3608	0	201
2020.11.05	19:00:00	412.46	413.64	406.22	409.93	2644	0	201
2020.11.05	20:00:00	409.93	410.66	408.38	409.73	1894	0	201
2020.11.05	21:00:00	409.73	413.17	408.72	412.78	1604	0	201
2020.11.05	22:00:00	412.85	413.79	411.51	413.30	1717	0	201
2020.11.05	23:00:00	413.32	414.62	412.53	412.55	1588	0	201
2020.11.06	00:00:00	411.97	417.54	411.31	417.50	7967	0	201
2020.11.06	01:00:00	417.48	419.89	412.97	416.13	3250	0	201
2020.11.06	02:00:00	416.14	426.59	414.14	425.35	4849	0	207
2020.11.06	03:00:00	425.37	436.47	422.91	434.98	3455	0	201
2020.11.06	04:00:00	434.98	440.69	427.70	433.15	4107	0	209
2020.11.06	05:00:00	433.15	434.25	425.22	426.26	3434	0	206
2020.11.06	06:00:00	426.26	430.61	425.95	429.07	2617	0	201
2020.11.06	07:00:00	429.07	433.68	427.96	430.70	2592	0	201
2020.11.06	08:00:00	430.72	433.92	430.02	432.73	2413	0	201
2020.11.06	09:00:00	432.84	435.81	431.78	435.51	3026	0	201
2020.11.06	10:00:00	435.51	435.51	428.11	429.33	2734	0	201
2020.11.06	11:00:00	429.44	433.27	425.12	431.96	3768	0	201
2020.11.06	12:00:00	431.97	445.86	431.77	442.81	2828	0	203
2020.11.06	13:00:00	442.81	444.04	438.82	442.67	3456	0	202
2020.11.06	14:00:00	442.73	442.75	436.88	439.43	3954	0	207
2020.11.06	15:00:00	439.43	445.37	439.43	444.19	3477	0	201
2020.11.06	16:00:00	444.20	444.54	434.64	439.10	5052	0	201
2020.11.06	17:00:00	439.18	440.30	432.28	434.58	3516	0	201
2020.11.06	18:00:00	434.13	445.04	434.13	442.00	4128	0	208
2020.11.06	19:00:00	441.92	444.31	439.70	440.59	3638	0	201
2020.11.06	20:00:00	440.58	443.10	439.94	441.71	2243	0	201
2020.11.06	21:00:00	441.73	444.02	440.01	440.75	1697	0	204
2020.11.06	22:00:00	440.75	442.61	436.29	442.60	3111	0	204
2020.11.06	23:00:00	442.62	448.38	442.06	446.50	3240	0	201
2020.11.09	00:00:00	450.06	454.03	449.34	454.03	2280	0	201
2020.11.09	01:00:00	453.88	456.64	452.46	453.28	2479	0	201
2020.11.09	02:00:00	453.26	457.12	450.19	456.30	2567	0	201
2020.11.09	03:00:00	456.01	456.92	453.46	454.42	2524	0	201
2020.11.09	04:00:00	454.42	455.04	451.43	452.30	1336	0	201
2020.11.09	05:00:00	452.27	453.21	450.34	451.11	1973	0	201
2020.11.09	06:00:00	451.11	451.79	447.33	450.25	1349	0	201
2020.11.09	07:00:00	450.21	452.77	447.59	452.58	1035	0	201
2020.11.09	08:00:00	452.58	452.58	448.45	449.17	1882	0	201
2020.11.09	09:00:00	449.12	450.57	443.50	443.95	1417	0	201
2020.11.09	10:00:00	443.96	447.67	440.02	447.37	4448	0	202
2020.11.09	11:00:00	447.12	450.85	446.60	449.28	2232	0	201
2020.11.09	12:00:00	449.30	452.85	449.23	451.69	1827	0	202
2020.11.09	13:00:00	451.72	458.11	450.83	457.33	3116	0	202
2020.11.09	14:00:00	457.36	457.85	448.91	452.77	4970	0	201
2020.11.09	15:00:00	452.69	453.13	441.21	445.67	5583	0	213
2020.11.09	16:00:00	445.69	448.13	441.36	442.75	3734	0	211
2020.11.09	17:00:00	442.75	444.06	435.86	436.62	5092	0	212
2020.11.09	18:00:00	436.62	442.09	432.58	441.78	3779	0	207
2020.11.09	19:00:00	441.79	444.62	440.84	444.25	2590	0	201
2020.11.09	20:00:00	444.27	445.63	441.71	444.97	2250	0	201
2020.11.09	21:00:00	444.97	446.95	443.69	445.81	1779	0	201
2020.11.09	22:00:00	445.84	448.91	444.97	445.80	1892	0	201
2020.11.09	23:00:00	445.88	449.64	445.62	446.86	1425	0	201
2020.11.10	00:00:00	445.96	446.72	440.58	442.02	2067	0	202
2020.11.10	01:00:00	442.04	444.75	441.45	443.52	1610	0	201
2020.11.10	02:00:00	443.52	444.31	438.22	444.31	3200	0	201
2020.11.10	03:00:00	444.31	447.80	443.08	446.54	2024	0	201
2020.11.10	04:00:00	446.54	447.64	444.54	444.66	1316	0	201
2020.11.10	05:00:00	444.68	448.99	443.20	448.58	1958	0	201
2020.11.10	06:00:00	448.59	451.49	446.65	450.33	2229	0	201
2020.11.10	07:00:00	450.33	452.47	447.39	448.68	2383	0	201
2020.11.10	08:00:00	448.74	450.11	444.91	446.81	1870	0	201
2020.11.10	09:00:00	446.81	449.44	445.45	448.23	2457	0	201
2020.11.10	10:00:00	448.23	453.27	448.23	449.84	2887	0	201
2020.11.10	11:00:00	449.84	454.02	449.84	451.71	2397	0	201
2020.11.10	12:00:00	451.71	452.27	446.70	447.75	2145	0	201
2020.11.10	13:00:00	447.76	449.27	443.89	446.96	3314	0	201
2020.11.10	14:00:00	446.74	449.66	444.97	447.31	3154	0	201
2020.11.10	15:00:00	447.33	447.71	443.25	446.64	1599	0	201
2020.11.10	16:00:00	446.64	447.18	441.59	443.10	1612	0	201
2020.11.10	17:00:00	442.93	444.25	439.72	442.49	3020	0	202
2020.11.10	18:00:00	442.34	446.25	441.00	444.41	3013	0	201
2020.11.10	19:00:00	444.42	446.60	444.11	446.10	2386	0	201
2020.11.10	20:00:00	446.10	446.13	442.90	445.46	2097	0	201
2020.11.10	21:00:00	445.10	448.54	444.28	447.50	2073	0	201
2020.11.10	22:00:00	447.21	451.74	446.92	448.83	2113	0	201
2020.11.10	23:00:00	448.83	452.01	448.66	450.53	1270	0	201
2020.11.11	00:00:00	451.07	452.94	448.88	452.82	2552	0	202
2020.11.11	01:00:00	452.83	453.66	448.28	449.77	2626	0	201
2020.11.11	02:00:00	449.78	464.14	448.61	462.60	4539	0	208
2020.11.11	03:00:00	462.60	465.48	460.83	462.95	3849	0	201
2020.11.11	04:00:00	462.95	464.08	459.13	461.28	2189	0	201
2020.11.11	05:00:00	461.37	463.52	460.10	462.32	2483	0	201
2020.11.11	06:00:00	462.32	465.06	457.62	459.82	2577	0	201
2020.11.11	07:00:00	459.68	460.45	456.36	459.02	2310	0	201
2020.11.11	08:00:00	459.03	461.73	458.70	459.19	1787	0	201
2020.11.11	09:00:00	459.19	462.16	458.33	461.53	2176	0	201
2020.11.11	10:00:00	461.55	462.82	457.71	458.58	2157	0	201
2020.11.11	11:00:00	458.60	461.30	454.34	457.80	3335	0	201
2020.11.11	12:00:00	457.80	463.52	457.75	463.19	2860	0	201
2020.11.11	13:00:00	463.23	463.46	458.64	459.31	4429	0	201
2020.11.11	14:00:00	459.31	461.88	457.52	460.92	4384	0	201
2020.11.11	15:00:00	460.92	462.70	457.89	458.59	2891	0	201
2020.11.11	16:00:00	458.62	461.85	457.80	461.81	3332	0	201
2020.11.11	17:00:00	461.68	462.42	460.33	461.53	3378	0	201
2020.11.11	18:00:00	461.53	473.00	461.38	469.93	5868	0	201
2020.11.11	19:00:00	469.93	471.85	467.67	469.04	3516	0	201
2020.11.11	20:00:00	469.06	475.71	468.24	469.55	5639	0	201
